Latitude,Longitude
23.1571136,113.4422147
23.1571134,113.4422185
23.1571131,113.4422223
23.1571129,113.4422265
23.1571127,113.4422304
23.1571126,113.4422342
23.1571124,113.442238
23.1571122,113.4422413
23.157112,113.4422451
23.1571119,113.4422489
23.1571117,113.4422527
23.1571115,113.4422566
23.1571113,113.4422608
23.1571111,113.4422642
23.157111,113.442268
23.1571109,113.4422727
23.1571107,113.4422766
23.1571105,113.4422805
23.1571104,113.4422843
23.1571103,113.4422882
23.1571098,113.4422917
23.1571097,113.4422956
23.1571094,113.4423
23.1571092,113.4423033
23.1571089,113.4423076
23.1571086,113.4423114
23.1571086,113.442315
23.1571085,113.4423187
23.1571083,113.4423225
23.1571081,113.4423263
23.1571079,113.4423301
23.1571077,113.4423339
23.1571079,113.4423373
23.1571079,113.442341
23.1571077,113.4423447
23.1571077,113.4423483
23.1571075,113.442352
23.1571073,113.4423557
23.1571071,113.4423591
23.1571069,113.4423627
23.1571067,113.4423663
23.1571064,113.44237
23.1571062,113.4423738
23.157106,113.4423775
23.1571058,113.442381
23.1571056,113.4423846
23.1571054,113.4423882
23.1571052,113.4423918
23.157105,113.4423953
23.157105,113.4423989
23.1571048,113.4424025
23.1571047,113.4424057
23.1571045,113.4424093
23.1571044,113.4424123
23.1571039,113.4424153
23.1571037,113.4424188
23.1571035,113.4424223
23.1571033,113.4424259
23.1571031,113.4424294
23.157103,113.4424329
23.1571028,113.4424364
23.1571026,113.4424399
23.1571024,113.4424434
23.1571019,113.4424471
23.1571018,113.4424506
23.1571016,113.4424541
23.1571018,113.4424567
23.1571016,113.4424601
23.157101,113.4424637
23.1571007,113.4424673
23.1571006,113.4424708
23.1571004,113.4424743
23.1571002,113.4424777
23.1571,113.4424811
23.1570998,113.442485
23.1570996,113.4424876
23.1570994,113.4424915
23.1570992,113.4424949
23.157099,113.4424984
23.1570989,113.4425014
23.1570987,113.4425048
23.1570988,113.4425089
23.1570987,113.4425123
23.1570985,113.4425157
23.1570984,113.4425192
23.1570982,113.4425231
23.1570981,113.4425265
23.1570979,113.4425299
23.1570977,113.4425333
23.1570976,113.4425368
23.1570974,113.4425402
23.1570972,113.4425436
23.1570971,113.4425471
23.1570969,113.4425505
23.1570968,113.442554
23.1570966,113.4425574
23.1570967,113.4425614
23.1570967,113.4425649
23.1570965,113.4425689
23.1570964,113.4425719
23.1570963,113.4425755
23.1570961,113.4425793
23.157096,113.4425828
23.1570959,113.4425863
23.1570957,113.4425898
23.1570955,113.4425938
23.1570954,113.4425973
23.1570953,113.4426004
23.1570955,113.4426043
23.1570954,113.4426083
23.1570953,113.4426114
23.1570952,113.4426149
23.157095,113.442619
23.1570949,113.4426228
23.1570946,113.4426264
23.1570946,113.4426295
23.1570945,113.4426331
23.157094,113.4426367
23.1570937,113.4426404
23.1570937,113.4426444
23.1570936,113.4426483
23.1570936,113.4426527
23.1570934,113.442657
23.1570934,113.4426606
23.1570933,113.4426644
23.1570931,113.4426681
23.157093,113.4426718
23.1570929,113.4426755
23.1570928,113.4426796
23.1570927,113.4426829
23.1570926,113.4426871
23.1570925,113.4426903
23.1570923,113.4426943
23.1570933,113.4427
23.1570931,113.4427037
23.1570931,113.4427075
23.157093,113.4427119
23.1570928,113.4427157
23.1570927,113.4427195
23.1570926,113.4427233
23.1570924,113.4427271
23.1570923,113.442731
23.1570923,113.4427353
23.1570922,113.4427392
23.1570921,113.442743
23.1570919,113.4427475
23.1570918,113.4427519
23.1570917,113.4427553
23.1570915,113.4427593
23.1570913,113.4427638
23.1570912,113.4427678
23.1570911,113.4427717
23.1570909,113.4427761
23.1570908,113.4427806
23.1570906,113.4427845
23.1570906,113.4427889
23.1570905,113.4427929
23.1570903,113.442797
23.1570902,113.4428015
23.15709,113.4428055
23.1570898,113.4428096
23.1570897,113.4428136
23.1570895,113.4428181
23.1570893,113.4428221
23.1570892,113.4428262
23.1570891,113.4428302
23.1570889,113.4428343
23.1570887,113.4428383
23.1570885,113.4428428
23.1570882,113.4428469
23.157088,113.4428509
23.1570879,113.4428551
23.1570877,113.4428597
23.1570875,113.4428638
23.1570873,113.4428683
23.157087,113.4428724
23.1570869,113.4428765
23.1570867,113.4428805
23.1570866,113.4428846
23.1570864,113.4428887
23.1570861,113.4428927
23.157086,113.4428973
23.1570858,113.4429013
23.1570857,113.442906
23.1570855,113.44291
23.1570853,113.4429141
23.1570852,113.4429181
23.157085,113.4429222
23.1570849,113.4429262
23.1570848,113.4429303
23.1570846,113.4429344
23.1570844,113.4429384
23.1570843,113.4429425
23.1570841,113.442947
23.1570844,113.4429507
23.1570843,113.4429547
23.1570843,113.4429587
23.1570841,113.4429628
23.157084,113.4429668
23.1570838,113.4429708
23.1570836,113.4429752
23.1570835,113.4429792
23.1570833,113.4429832
23.1570832,113.4429872
23.1570831,113.4429907
23.1570829,113.4429952
23.1570827,113.4429993
23.1570829,113.4430033
23.1570828,113.4430073
23.1570826,113.4430117
23.1570826,113.4430157
23.1570825,113.4430196
23.1570823,113.443024
23.1570822,113.443028
23.157082,113.4430319
23.1570819,113.4430358
23.1570818,113.4430397
23.1570816,113.4430441
23.1570815,113.4430482
23.1570814,113.4430521
23.1570813,113.443056
23.1570811,113.4430598
23.157081,113.4430632
23.1570809,113.4430676
23.1570809,113.4430715
23.1570808,113.4430758
23.1570807,113.4430792
23.1570806,113.443083
23.1570805,113.4430868
23.1570804,113.4430906
23.1570803,113.4430946
23.1570802,113.4430984
23.1570801,113.4431022
23.1570797,113.4431061
23.1570794,113.44311
23.1570794,113.4431138
23.1570791,113.4431181
23.157079,113.4431218
23.157079,113.4431256
23.1570788,113.4431293
23.1570787,113.4431331
23.1570785,113.4431373
23.1570785,113.4431411
23.1570782,113.4431449
23.1570782,113.4431481
23.1570781,113.4431518
23.1570779,113.4431555
23.1570778,113.4431592
23.1570777,113.4431634
23.1570775,113.4431665
23.1570774,113.4431702
23.1570781,113.4431743
23.1570779,113.443178
23.1570779,113.4431816
23.1570778,113.4431853
23.1570777,113.443189
23.1570776,113.4431927
23.1570774,113.4431968
23.1570771,113.4432012
23.157077,113.4432049
23.1570769,113.4432085
23.1570768,113.4432127
23.1570766,113.4432164
23.1570765,113.44322
23.1570764,113.4432237
23.1570763,113.4432274
23.1570762,113.443231
23.1570762,113.4432353
23.1570761,113.4432389
23.157076,113.4432421
23.1570759,113.4432463
23.1570758,113.4432499
23.1570757,113.4432536
23.1570755,113.4432573
23.1570754,113.4432614
23.1570753,113.4432652
23.1570752,113.4432688
23.1570751,113.443273
23.157075,113.4432767
23.1570749,113.4432799
23.1570748,113.4432827
23.1570747,113.4432863
23.1570747,113.44329
23.1570746,113.4432927
23.1570745,113.4432959
23.1570745,113.4432991
23.1570744,113.4433018
23.1570743,113.4433045
23.1570742,113.4433077
23.1570739,113.4433114
23.1570738,113.4433147
23.1570736,113.4433171
23.1570734,113.44332
23.1570731,113.4433234
23.1570729,113.4433268
23.1570726,113.4433298
23.1570722,113.4433334
23.1570718,113.4433375
23.1570714,113.4433411
23.1570709,113.4433452
23.1570728,113.443346
23.1570727,113.4433501
23.1570726,113.4433533
23.1570725,113.4433573
23.1570723,113.443361
23.1570722,113.4433641
23.1570721,113.4433682
23.157072,113.4433714
23.1570718,113.4433751
23.1570717,113.4433793
23.1570715,113.4433829
23.1570714,113.4433861
23.1570712,113.4433898
23.1570714,113.4433943
23.1570712,113.443398
23.1570712,113.4434017
23.1570711,113.4434054
23.1570709,113.4434092
23.1570708,113.4434129
23.1570706,113.4434166
23.1570706,113.4434209
23.1570703,113.4434241
23.1570703,113.4434285
23.1570702,113.4434322
23.15707,113.443436
23.1570698,113.4434399
23.1570697,113.4434437
23.1570695,113.443447
23.1570694,113.4434508
23.1570692,113.4434551
23.1570692,113.4434584
23.1570691,113.4434622
23.157069,113.4434665
23.1570688,113.4434708
23.1570687,113.4434747
23.1570685,113.4434786
23.1570684,113.4434829
23.1570683,113.4434868
23.1570681,113.4434907
23.157068,113.4434946
23.1570678,113.4434984
23.1570677,113.4435023
23.1570676,113.4435067
23.1570674,113.4435106
23.1570674,113.4435145
23.1570672,113.4435184
23.1570671,113.4435224
23.1570669,113.4435264
23.1570668,113.4435298
23.1570666,113.4435343
23.1570665,113.4435382
23.1570663,113.4435421
23.1570664,113.4435461
23.1570662,113.4435505
23.1570661,113.443554
23.1570659,113.4435585
23.1570658,113.4435624
23.1570657,113.4435665
23.1570656,113.4435705
23.1570655,113.4435745
23.1570653,113.4435789
23.1570652,113.4435829
23.157065,113.4435869
23.1570648,113.4435909
23.1570645,113.4435949
23.1570644,113.4435989
23.1570642,113.4436034
23.1570641,113.4436074
23.1570639,113.4436114
23.1570636,113.4436156
23.1570636,113.4436201
23.1570635,113.4436241
23.1570633,113.4436281
23.1570632,113.4436321
23.157063,113.4436366
23.1570627,113.4436406
23.1570627,113.4436441
23.1570622,113.4436487
23.157062,113.4436521
23.1570618,113.4436566
23.1570617,113.4436606
23.1570615,113.4436646
23.1570613,113.4436685
23.1570611,113.4436725
23.157061,113.4436764
23.1570608,113.4436808
23.1570605,113.4436847
23.1570603,113.4436886
23.15706,113.4436924
23.1570603,113.4436959
23.1570601,113.4436997
23.1570598,113.443704
23.1570596,113.4437079
23.1570593,113.4437117
23.1570591,113.443715
23.1570588,113.4437192
23.1570585,113.4437225
23.1570582,113.4437267
23.157058,113.4437305
23.1570577,113.4437342
23.1570574,113.4437379
23.1570577,113.4437411
23.1570574,113.4437447
23.1570571,113.4437484
23.1570566,113.443752
23.1570563,113.4437557
23.157056,113.4437593
23.1570557,113.4437629
23.1570554,113.4437665
23.1570551,113.44377
23.1570548,113.4437736
23.1570544,113.4437776
23.157054,113.4437811
23.1570537,113.4437846
23.1570534,113.4437882
23.1570531,113.4437917
23.1570536,113.4437952
23.1570533,113.4437987
23.157053,113.4438019
23.1570526,113.4438058
23.1570522,113.4438092
23.1570519,113.4438127
23.1570515,113.4438162
23.1570512,113.4438196
23.1570508,113.443823
23.1570504,113.4438264
23.1570499,113.4438298
23.1570496,113.4438332
23.157049,113.4438366
23.1570498,113.44384
23.1570493,113.4438438
23.157049,113.4438473
23.1570487,113.4438507
23.1570483,113.443854
23.1570478,113.4438574
23.1570476,113.4438607
23.1570471,113.443864
23.1570467,113.4438674
23.1570464,113.4438707
23.1570459,113.443874
23.1570455,113.4438773
23.157045,113.4438811
23.1570454,113.4438844
23.157045,113.4438877
23.1570446,113.443891
23.1570443,113.4438949
23.1570439,113.4438982
23.1570435,113.4439015
23.1570431,113.4439053
23.1570427,113.4439086
23.1570423,113.4439115
23.1570417,113.4439153
23.1570414,113.4439186
23.1570408,113.4439223
23.1570404,113.4439261
23.1570402,113.4439298
23.1570398,113.4439335
23.1570393,113.4439369
23.1570389,113.4439408
23.1570384,113.4439442
23.1570381,113.4439476
23.1570376,113.443951
23.1570371,113.4439543
23.1570366,113.4439581
23.1570361,113.4439615
23.1570357,113.4439649
23.1570351,113.4439687
23.1570347,113.4439719
23.1570341,113.4439753
23.1570335,113.4439791
23.1570331,113.4439825
23.1570326,113.4439859
23.1570321,113.4439894
23.1570316,113.4439932
23.1570311,113.4439966
23.1570306,113.4440001
23.1570301,113.4440039
23.1570295,113.4440074
23.157029,113.4440112
23.1570285,113.4440142
23.1570281,113.4440182
23.1570276,113.4440216
23.1570271,113.4440251
23.1570265,113.4440286
23.1570259,113.4440321
23.1570253,113.4440361
23.1570249,113.4440396
23.1570243,113.444043
23.1570238,113.4440465
23.1570232,113.44405
23.1570227,113.4440535
23.1570222,113.444057
23.1570215,113.4440607
23.157021,113.4440642
23.1570204,113.4440677
23.1570199,113.4440712
23.1570193,113.4440751
23.1570188,113.4440786
23.1570183,113.4440823
23.1570177,113.4440862
23.1570171,113.4440898
23.1570166,113.4440933
23.1570161,113.4440969
23.1570156,113.4441005
23.1570152,113.4441045
23.1570147,113.4441081
23.1570139,113.4441119
23.1570134,113.4441154
23.1570128,113.4441195
23.1570122,113.4441235
23.1570117,113.4441272
23.157011,113.4441308
23.1570106,113.4441344
23.1570101,113.444138
23.1570095,113.444142
23.1570089,113.4441456
23.1570084,113.4441492
23.1570078,113.4441533
23.1570071,113.4441569
23.1570067,113.4441605
23.1570061,113.4441641
23.1570058,113.4441672
23.1570053,113.4441708
23.1570047,113.444175
23.1570042,113.4441786
23.1570036,113.4441822
23.157003,113.4441862
23.1570025,113.4441898
23.157002,113.4441934
23.1570015,113.444197
23.1570009,113.444201
23.1570003,113.4442046
23.1569998,113.4442082
23.1569992,113.4442122
23.1569988,113.4442159
23.1569975,113.4442201
23.1569969,113.4442237
23.1569964,113.4442274
23.1569958,113.444231
23.1569952,113.4442347
23.1569946,113.4442388
23.1569941,113.4442425
23.1569935,113.4442467
23.1569929,113.4442504
23.1569924,113.444254
23.1569919,113.4442577
23.1569913,113.4442619
23.156991,113.4442657
23.1569904,113.4442694
23.1569899,113.4442731
23.1569891,113.4442772
23.1569885,113.4442809
23.1569881,113.4442846
23.1569875,113.4442884
23.156987,113.4442921
23.1569865,113.4442958
23.156986,113.4442996
23.1569855,113.4443034
23.156985,113.4443071
23.1569844,113.4443115
23.1569838,113.4443152
23.1569834,113.444319
23.1569826,113.4443228
23.156982,113.4443266
23.1569814,113.4443309
23.1569809,113.4443342
23.1569803,113.444338
23.1569797,113.4443423
23.1569793,113.4443457
23.1569786,113.44435
23.1569781,113.4443538
23.1569776,113.4443578
23.156977,113.4443616
23.1569764,113.4443655
23.1569759,113.4443693
23.1569755,113.444373
23.156975,113.4443769
23.1569745,113.4443808
23.156974,113.4443847
23.1569735,113.4443885
23.1569729,113.4443924
23.1569723,113.4443968
23.1569718,113.4444001
23.1569714,113.4444041
23.1569708,113.4444085
23.1569702,113.4444124
23.1569697,113.4444162
23.1569692,113.4444199
23.1569687,113.4444238
23.1569684,113.4444277
23.1569679,113.4444315
23.1569673,113.4444354
23.1569668,113.4444392
23.1569664,113.4444431
23.1569659,113.4444464
23.1569654,113.4444508
23.1569648,113.4444546
23.1569644,113.4444584
23.1569639,113.4444622
23.1569635,113.444466
23.1569626,113.4444695
23.1569621,113.4444733
23.1569616,113.4444775
23.1569612,113.4444808
23.1569607,113.4444851
23.1569602,113.4444884
23.1569597,113.4444926
23.1569592,113.444496
23.1569588,113.4444997
23.1569583,113.4445034
23.1569577,113.4445076
23.1569572,113.4445113
23.1569566,113.4445144
23.1569562,113.4445185
23.1569557,113.4445222
23.1569552,113.4445259
23.1569548,113.4445296
23.1569544,113.4445333
23.1569539,113.444537
23.1569535,113.4445407
23.156953,113.4445444
23.1569526,113.4445481
23.1569522,113.4445518
23.1569517,113.4445554
23.1569513,113.4445591
23.1569508,113.4445627
23.1569504,113.4445663
23.1569496,113.4445698
23.1569492,113.4445734
23.1569488,113.444577
23.1569484,113.4445806
23.1569481,113.4445842
23.1569476,113.4445878
23.1569472,113.4445914
23.1569468,113.444595
23.1569464,113.4445985
23.1569459,113.444602
23.1569455,113.444606
23.156945,113.4446095
23.1569445,113.4446141
23.1569441,113.4446176
23.1569437,113.4446207
23.1569432,113.4446246
23.1569428,113.4446277
23.1569423,113.4446316
23.1569419,113.4446352
23.1569416,113.4446383
23.1569411,113.4446422
23.1569406,113.4446457
23.1569402,113.4446487
23.1569397,113.4446526
23.1569393,113.444656
23.1569391,113.4446595
23.1569386,113.4446634
23.1569381,113.4446668
23.1569377,113.4446702
23.1569372,113.4446737
23.1569368,113.4446767
23.1569364,113.4446806
23.156936,113.4446836
23.1569355,113.444687
23.156935,113.4446904
23.1569346,113.4446938
23.156934,113.4446975
23.1569336,113.4447005
23.1569331,113.4447038
23.1569325,113.4447075
23.1569323,113.4447107
23.1569317,113.444714
23.1569312,113.4447173
23.1569306,113.4447206
23.1569301,113.4447238
23.1569296,113.4447272
23.1569291,113.4447301
23.1569285,113.4447337
23.1569279,113.4447369
23.1569273,113.4447401
23.1569265,113.4447433
23.1569259,113.4447465
23.1569263,113.4447498
23.1569257,113.444753
23.1569251,113.4447562
23.1569245,113.4447593
23.156924,113.4447625
23.1569233,113.4447656
23.1569228,113.4447684
23.1569222,113.4447717
23.1569216,113.4447748
23.156921,113.4447784
23.1569204,113.4447812
23.1569198,113.4447847
23.1569192,113.4447874
23.1569187,113.4447906
23.1569182,113.4447937
23.1569177,113.4447971
23.1569172,113.4448002
23.1569166,113.4448033
23.156916,113.4448064
23.1569154,113.4448099
23.1569149,113.444813
23.1569144,113.4448161
23.1569139,113.4448193
23.1569133,113.4448228
23.1569128,113.4448259
23.1569122,113.444829
23.1569118,113.4448321
23.1569113,113.4448352
23.1569108,113.4448383
23.1569103,113.4448414
23.1569095,113.4448446
23.1569092,113.4448477
